youtube-groupmemberships,DensePull-SparsePush,serial,bitvector,False,0,0.1017882823944091
sx-stackoverflow,DensePull,dynamic-vertex-parallel,bitvector,False,15,10.438141345977783
dblp-cite,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,False,10,0.0656652450561523
subelj_cora,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,False,10,0.0632646083831787
komarix-imdb,SparsePush-DensePull,serial,bitvector,False,0,0.8530759811401367
sx-mathoverflow,DensePull,static-vertex-parallel,boolean-array,False,15,0.1434974670410156
petster-friendships-dog,DensePush-SparsePush,serial,boolean-array,False,0,2.3399195671081543
opsahl-usairport,DensePull-SparsePush,static-vertex-parallel,boolean-array,False,15,5.462907314300537
dimacs9-E,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,15,2.783395767211914
patentcite,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,0,5.3195881843566895
sx-stackoverflow,SparsePush,dynamic-vertex-parallel,boolean-array,False,0,11.400347232818604
roadNet-CA,SparsePush-DensePull,serial,bitvector,False,0,1.2888298034667969
petster-friendships-dog,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,False,10,1.8077826499938965
facebook-wosn-wall,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,False,0,0.2317080497741699
roadNet-CA,DensePull,serial,boolean-array,False,10,1.1481492519378662
douban,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,5,0.1238110065460205
roadNet-CA,SparsePush-DensePull,serial,boolean-array,False,20,1.3566207885742188
sx-mathoverflow,SparsePush,serial,boolean-array,False,0,0.156710147857666
douban,SparsePush-DensePull,serial,bitvector,False,0,0.1346645355224609
sx-stackoverflow,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,5,12.262878656387327
dbpedia-team,DensePull,serial,bitvector,False,0,0.4520375728607178
dimacs9-E,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,False,15,2.18280291557312
subelj_cora,SparsePush,static-vertex-parallel,boolean-array,False,0,0.0678029060363769
subelj_cora,SparsePush-DensePull,static-vertex-parallel,boolean-array,False,10,0.1514170169830322
github,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,False,20,0.1619205474853515
petster-friendships-dog,DensePull,dynamic-vertex-parallel,boolean-array,False,10,1.7435119152069092
github,DensePull-SparsePush,static-vertex-parallel,boolean-array,False,0,0.48577880859375
dbpedia-team,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,False,5,0.5802974700927734
patentcite,SparsePush,static-vertex-parallel,boolean-array,False,0,3.1988558769226074
dimacs9-E,DensePull,serial,bitvector,False,10,2.7271029949188232
douban,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,False,15,0.1244196891784668
petster-friendships-dog,DensePull-SparsePush,serial,boolean-array,False,15,2.36040472984314
opsahl-usairport,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,False,20,0.1486930847167968
opsahl-usairport,SparsePush-DensePull,serial,boolean-array,False,0,0.019712209701538
sx-mathoverflow,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,False,0,0.1500325202941894
dblp-cite,SparsePush-DensePull,static-vertex-parallel,boolean-array,False,5,0.0478484630584716
sx-stackoverflow,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,20,12.86536741256714
subelj_cora,SparsePush-DensePull,static-vertex-parallel,boolean-array,False,15,0.0737247467041015
dimacs9-E,SparsePush-DensePull,serial,bitvector,False,5,3.0759499073028564
dblp-cite,DensePull-SparsePush,serial,boolean-array,False,20,0.0350651741027832
dbpedia-team,DensePull,dynamic-vertex-parallel,boolean-array,False,5,0.5429892539978027
subelj_cora,DensePush-SparsePush,serial,boolean-array,False,0,0.048959732055664
moreno_blogs,DensePull-SparsePush,serial,boolean-array,False,10,0.017216682434082
youtube-groupmemberships,DensePull,serial,bitvector,False,5,0.1021056175231933
sx-stackoverflow,SparsePush-DensePull,static-vertex-parallel,bitvector,False,5,10.152828931808472
github,DensePush-SparsePush,serial,boolean-array,False,0,0.1673645973205566
sx-stackoverflow,DensePull,serial,bitvector,False,0,17.254889488220215
sx-mathoverflow,DensePull-SparsePush,serial,bitvector,False,10,0.1654319763183593
sx-stackoverflow,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,False,15,13.367109775543211
dblp-cite,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,False,0,0.0448744297027587
dimacs9-E,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,0,2.2295145988464355
opsahl-usairport,DensePull-SparsePush,static-vertex-parallel,boolean-array,False,10,0.03818941116333
sx-mathoverflow,SparsePush-DensePull,serial,boolean-array,False,15,0.1680099964141845
github,DensePull-SparsePush,serial,boolean-array,False,5,0.1796772480010986
opsahl-usairport,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,boolean-array,False,0,0.038492202758789
petster-friendships-dog,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,False,0,1.743316888809204
douban,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,False,15,0.1323411464691162
sx-mathoverflow,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,20,0.1600983142852783
youtube-groupmemberships,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,10,0.345374584197998
dimacs9-E,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,False,10,2.051516056060791
github,SparsePush-DensePull,serial,boolean-array,False,20,0.1819720268249511
facebook-wosn-wall,DensePull-SparsePush,static-vertex-parallel,boolean-array,False,15,0.2203390598297119
douban,DensePull-SparsePush,serial,bitvector,False,5,0.1434626579284668
douban,DensePull-SparsePush,serial,boolean-array,False,5,0.1431972980499267
douban,SparsePush-DensePull,static-vertex-parallel,bitvector,False,10,0.2606234550476074
roadNet-CA,DensePull-SparsePush,static-vertex-parallel,boolean-array,False,0,1.3551626205444336
facebook-wosn-wall,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,False,0,0.495784044265747
subelj_cora,SparsePush,dynamic-vertex-parallel,boolean-array,False,0,1.2066915035247805
subelj_cora,DensePull,static-vertex-parallel,boolean-array,False,20,0.0699086189270019
dblp-cite,DensePull,dynamic-vertex-parallel,bitvector,False,5,0.2200753688812255
facebook-wosn-wall,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,15,0.2372615337371826
sx-mathoverflow,DensePull,serial,boolean-array,False,5,0.1627302169799804
sx-mathoverflow,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,False,5,0.1606171131134033
youtube-groupmemberships,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,False,20,0.1237494945526123
dbpedia-team,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,20,0.4592113494873047
github,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,False,0,0.1459333896636963
petster-friendships-dog,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,15,2.255769729614258
dimacs9-E,DensePull,dynamic-vertex-parallel,boolean-array,False,0,1.5930707454681396
github,DensePull,static-vertex-parallel,boolean-array,False,5,0.4058761596679687
komarix-imdb,SparsePush-DensePull,static-vertex-parallel,boolean-array,False,15,0.8911442756652832
opsahl-usairport,DensePull,dynamic-vertex-parallel,boolean-array,False,10,0.0533699989318847
github,DensePull,dynamic-vertex-parallel,bitvector,False,15,4.534210205078125
dblp-cite,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,0,1.689183473587036
dblp-cite,SparsePush-DensePull,static-vertex-parallel,boolean-array,False,0,0.0525767803192138
github,DensePull-SparsePush,static-vertex-parallel,bitvector,False,10,0.1710655689239502
opsahl-usairport,SparsePush-DensePull,serial,bitvector,False,10,0.0212574005126953
sx-stackoverflow,SparsePush-DensePull,static-vertex-parallel,bitvector,False,20,10.289408206939695
petster-friendships-dog,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,5,2.1936631202697754
patentcite,SparsePush,dynamic-vertex-parallel,boolean-array,False,0,3.5289323329925537
youtube-groupmemberships,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,10,1.7148900032043457
dimacs9-E,DensePull-SparsePush,serial,bitvector,False,15,3.0475337505340576
moreno_blogs,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,5,1.1042020320892334
sx-stackoverflow,SparsePush-DensePull,static-vertex-parallel,boolean-array,False,5,10.39090633392334
dimacs9-E,DensePull,dynamic-vertex-parallel,bitvector,False,20,1.8461170196533203
douban,DensePull,serial,bitvector,False,10,0.1289949417114257
dbpedia-team,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,False,20,0.5714380741119385
sx-stackoverflow,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,False,10,11.150680303573608
dimacs9-E,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,False,5,1.883948564529419
subelj_cora,DensePull,static-vertex-parallel,boolean-array,False,15,0.0628089904785156
facebook-wosn-wall,DensePull,serial,bitvector,False,20,0.2553660869598388
sx-mathoverflow,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,False,0,0.1374073028564453
roadNet-CA,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,5,1.8843557834625244
petster-friendships-dog,SparsePush-DensePull,serial,bitvector,False,15,2.328690767288208
dblp-cite,DensePull,serial,boolean-array,False,10,0.0340690612792968
facebook-wosn-wall,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,15,0.4902105331420898
dblp-cite,SparsePush-DensePull,serial,bitvector,False,15,0.0342481136322021
opsahl-usairport,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,False,5,0.0382435321807861
petster-friendships-dog,SparsePush-DensePull,dynamic-vertex-parallel,boolean-array,False,15,1.7135000228881836
dblp-cite,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,False,20,0.0668568611145019
opsahl-usairport,DensePull,dynamic-vertex-parallel,boolean-array,False,5,0.0369360446929931
youtube-groupmemberships,DensePull,serial,bitvector,False,10,0.0903260707855224
youtube-groupmemberships,SparsePush-DensePull,static-vertex-parallel,bitvector,False,20,0.1375024318695068
petster-friendships-dog,SparsePush-DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,20,2.2334418296813965
douban,DensePull-SparsePush,serial,bitvector,False,0,0.1340467929840088
sx-stackoverflow,DensePull-SparsePush,dynamic-vertex-parallel,bitvector,False,0,12.20797848701477
dbpedia-team,DensePull,edge-aware-dynamic-vertex-parallel,boolean-array,False,5,0.4631979465484619
sx-mathoverflow,DensePull,static-vertex-parallel,bitvector,False,15,0.143320083618164
douban,SparsePush-DensePull,serial,boolean-array,False,5,0.1433475017547607
facebook-wosn-wall,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,False,15,0.2205700874328613
patentcite,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,False,10,3.2458479404449463
youtube-groupmemberships,DensePull,static-vertex-parallel,boolean-array,False,5,0.1216075420379638
github,DensePull-SparsePush,static-vertex-parallel,bitvector,False,0,0.1441669464111328
douban,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,15,1.0452845096588137
facebook-wosn-wall,DensePull,static-vertex-parallel,bitvector,False,20,0.4580965042114258
petster-friendships-dog,DensePull,dynamic-vertex-parallel,bitvector,False,5,1.7264511585235596
petster-friendships-dog,DensePull,static-vertex-parallel,boolean-array,False,5,2.0843653678894043
roadNet-CA,DensePull,serial,bitvector,False,5,1.137716293334961
dimacs9-E,DensePull,serial,boolean-array,False,15,2.768871068954468
roadNet-CA,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,15,1.0269644260406494
dblp-cite,SparsePush-DensePull,dynamic-vertex-parallel,bitvector,False,0,0.0936019420623779
youtube-groupmemberships,DensePull,edge-aware-dynamic-vertex-parallel,bitvector,False,5,1.196271896362305
dimacs9-E,DensePull-SparsePush,serial,bitvector,False,0,2.8997693061828613
subelj_cora,DensePull,static-vertex-parallel,boolean-array,False,5,0.0531942844390869
sx-stackoverflow,DensePull-SparsePush,edge-aware-dynamic-vertex-parallel,bitvector,False,0,13.629852294921877
komarix-imdb,DensePull-SparsePush,dynamic-vertex-parallel,boolean-array,False,15,0.6492874622344971
