youtube-u-growth,SparsePush,serial,boolean-array,false,0,5.92109227180481,0.392616
dblp_coauthor,SparsePush,serial,boolean-array,false,0,17.921786546707153,0.424207
soc-LiveJournal1,SparsePush,serial,boolean-array,false,0,45.16046953201294,1.43588
orkut-links,SparsePush,serial,boolean-array,false,0,70.23915886878967,1.37174
roadNet-CA,SparsePush,serial,boolean-array,false,0,1.8331973552703857,0.127361
youtube-u-growth,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,5.632878303527832,0.065541
dblp_coauthor,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,17.472126483917236,0.051749
soc-LiveJournal1,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,40.1696891784668,0.134231
orkut-links,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,68.15771865844727,0.167612
roadNet-CA,SparsePush,dynamic-vertex-parallel,boolean-array,false,0,1.8004188537597656,0.063305
youtube-u-growth,SparsePush,static-vertex-parallel,boolean-array,false,0,5.5660319328308105,0.070077
dblp_coauthor,SparsePush,static-vertex-parallel,boolean-array,false,0,17.574305772781372,0.052704
soc-LiveJournal1,SparsePush,static-vertex-parallel,boolean-array,false,0,44.028021812438965,0.127229
orkut-links,SparsePush,static-vertex-parallel,boolean-array,false,0,70.4654791355133,0.169984
roadNet-CA,SparsePush,static-vertex-parallel,boolean-array,false,0,1.4371745586395264,0.06342
youtube-u-growth,DensePull,serial,boolean-array,false,0,5.779216766357422,0.151841
dblp_coauthor,DensePull,serial,boolean-array,false,0,18.325550317764282,0.694445
soc-LiveJournal1,DensePull,serial,boolean-array,false,0,45.97562265396118,2.05665
orkut-links,DensePull,serial,boolean-array,false,0,71.55388569831848,1.26817
roadNet-CA,DensePull,serial,boolean-array,false,0,1.7542340755462646,0.054827
youtube-u-growth,DensePull,serial,bitvector,false,0,5.7923853397369385,0.136677
dblp_coauthor,DensePull,serial,bitvector,false,0,17.77196717262268,0.536099
soc-LiveJournal1,DensePull,serial,bitvector,false,0,45.31078290939331,1.54864
orkut-links,DensePull,serial,bitvector,false,0,70.73747563362122,0.97494
roadNet-CA,DensePull,serial,bitvector,false,0,1.7685649394989014,0.056622
youtube-u-growth,DensePull,dynamic-vertex-parallel,boolean-array,false,0,5.415601491928101,0.053008
dblp_coauthor,DensePull,dynamic-vertex-parallel,boolean-array,false,0,17.737075090408325,0.05135
soc-LiveJournal1,DensePull,dynamic-vertex-parallel,boolean-array,false,0,41.79554033279419,0.120418
orkut-links,DensePull,dynamic-vertex-parallel,boolean-array,false,0,69.92075800895691,0.067753
roadNet-CA,DensePull,dynamic-vertex-parallel,boolean-array,false,0,1.922839641571045,0.177622
youtube-u-growth,DensePull,dynamic-vertex-parallel,bitvector,false,0,5.742087125778198,0.058765
dblp_coauthor,DensePull,dynamic-vertex-parallel,bitvector,false,0,17.692453622817993,0.059606
soc-LiveJournal1,DensePull,dynamic-vertex-parallel,bitvector,false,0,43.95761036872864,0.096821
